sequence,x,y,z,heading,roll,pitch
1517161697818329424,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161697948783709,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161697982832889,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698015869505,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698047696525,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698081445274,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698115771780,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698181314426,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698214676339,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698383107747,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698482040116,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698517331887,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698548399060,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698615435574,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698681672784,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698748810007,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698814854919,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698849957304,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698881742913,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698948026205,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161698981738216,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699114332002,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699181896799,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699214859043,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699248835740,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699280508575,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699315120728,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699380246777,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699414784270,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699581883898,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699648698385,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699714945291,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699748853568,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699782587436,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699848438322,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161699881554207,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700015037189,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700047235043,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700115006955,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700147804455,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700181664090,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700314793710,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700348104869,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700380551792,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700414843736,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700481221625,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700515006023,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700549133863,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700614793700,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700682445829,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700714764457,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700782343463,-295.17904540797736,-637.6444601682736,0.0,1.5347605957816817,0.0,0.0
1517161700881682252,-295.1763352837747,-637.5782836716121,0.0,1.5254819016675067,0.0,0.0
1517161700914922431,-295.1752274335708,-637.5545664323251,0.0,1.5228037836250656,0.0,0.0
1517161700982451162,-295.1726671219641,-637.503935584532,0.0,1.5179055309861555,0.0,0.0
1517161701014800544,-295.17129380082133,-637.47851273072,0.0,1.5157871205948443,0.0,0.0
1517161701080564770,-295.1682092870987,-637.4244819921835,0.0,1.5118745002478498,0.0,0.0
1517161701113609483,-295.16651153889546,-637.3961392060228,0.0,1.5100870853936574,0.0,0.0
1517161701215028314,-295.1606847429129,-637.3041280229639,0.0,1.5052369617587547,0.0,0.0
1517161701248069283,-295.15858609498116,-637.2725053907735,0.0,1.5038389250295952,0.0,0.0
